crop,month,soil_type,soil_drainage,maturity_in_days
corn,August,sandy loam,well-drained,73
corn,September,loam,well-drained,73
corn,September,sandy loam,well-drained,73
corn,October,loam,well-drained,73
corn,October,sandy loam,well-drained,73
corn,November,loam,well-drained,74
corn,November,sandy loam,well-drained,74
corn,December,loam,well-drained,74
corn,December,sandy loam,well-drained,74
corn,January,loam,well-drained,74
corn,January,sandy loam,well-drained,74
corn,February,loam,well-drained,74
corn,February,sandy loam,well-drained,74
corn,March,loam,well-drained,74
corn,March,sandy loam,well-drained,74
corn,April,loam,well-drained,74
corn,April,sandy loam,well-drained,74
corn,May,loam,well-drained,74
corn,May,sandy loam,well-drained,74
corn,June,loam,well-drained,74
corn,June,sandy loam,well-drained,74
corn,July,loam,well-drained,74
corn,July,sandy loam,well-drained,74
corn,August,loam,well-drained,74
corn,August,sandy loam,well-drained,74
corn,September,loam,well-drained,74
corn,September,sandy loam,well-drained,74
corn,October,loam,well-drained,74
corn,October,sandy loam,well-drained,74
corn,November,loam,well-drained,75
corn,November,sandy loam,well-drained,75
corn,December,loam,well-drained,75
corn,December,sandy loam,well-drained,75
corn,January,loam,well-drained,75
corn,January,sandy loam,well-drained,75
corn,February,loam,well-drained,75
corn,February,sandy loam,well-drained,75
corn,March,loam,well-drained,75
corn,March,sandy loam,well-drained,75
corn,April,loam,well-drained,75
corn,April,sandy loam,well-drained,75
corn,May,loam,well-drained,75
corn,May,sandy loam,well-drained,75
corn,June,loam,well-drained,75
corn,June,sandy loam,well-drained,75
corn,July,loam,well-drained,75
corn,July,sandy loam,well-drained,75
corn,August,loam,well-drained,75
corn,August,sandy loam,well-drained,75
corn,September,loam,well-drained,75
corn,September,sandy loam,well-drained,75
corn,October,loam,well-drained,75
corn,October,sandy loam,well-drained,75
corn,November,loam,well-drained,76
corn,November,sandy loam,well-drained,76
corn,December,loam,well-drained,76
corn,December,sandy loam,well-drained,76
corn,January,loam,well-drained,76
corn,January,sandy loam,well-drained,76
corn,February,loam,well-drained,76
corn,February,sandy loam,well-drained,76
corn,March,loam,well-drained,76
corn,March,sandy loam,well-drained,76
corn,April,loam,well-drained,76
corn,April,sandy loam,well-drained,76
corn,May,loam,well-drained,76
corn,May,sandy loam,well-drained,76
corn,June,loam,well-drained,76
corn,June,sandy loam,well-drained,76
corn,July,loam,well-drained,76
corn,July,sandy loam,well-drained,76
corn,August,loam,well-drained,76
corn,August,sandy loam,well-drained,76
corn,September,loam,well-drained,76
corn,September,sandy loam,well-drained,76
corn,October,loam,well-drained,76
corn,October,sandy loam,well-drained,76
corn,November,loam,well-drained,77
corn,November,sandy loam,well-drained,77
corn,December,loam,well-drained,77
corn,December,sandy loam,well-drained,77
corn,January,loam,well-drained,77
corn,January,sandy loam,well-drained,77
corn,February,loam,well-drained,77
corn,February,sandy loam,well-drained,77
corn,March,loam,well-drained,77
corn,March,sandy loam,well-drained,77
corn,April,loam,well-drained,77
corn,April,sandy loam,well-drained,77
corn,May,loam,well-drained,77
corn,May,sandy loam,well-drained,77
corn,June,loam,well-drained,77
corn,June,sandy loam,well-drained,77
corn,July,loam,well-drained,77
corn,July,sandy loam,well-drained,77
corn,August,loam,well-drained,77
corn,August,sandy loam,well-drained,77
corn,September,loam,well-drained,77
corn,September,sandy loam,well-drained,77
corn,October,loam,well-drained,77
corn,October,sandy loam,well-drained,77
corn,November,loam,well-drained,78
corn,November,sandy loam,well-drained,78
corn,December,loam,well-drained,78
corn,December,sandy loam,well-drained,78
corn,January,loam,well-drained,78
corn,January,sandy loam,well-drained,78
corn,February,loam,well-drained,78
corn,February,sandy loam,well-drained,78
corn,March,loam,well-drained,78
corn,March,sandy loam,well-drained,78
corn,April,loam,well-drained,78
corn,April,sandy loam,well-drained,78
corn,May,loam,well-drained,78
corn,May,sandy loam,well-drained,78
corn,June,loam,well-drained,78
corn,June,sandy loam,well-drained,78
corn,July,loam,well-drained,78
corn,July,sandy loam,well-drained,78
corn,August,loam,well-drained,78
corn,August,sandy loam,well-drained,78
corn,September,loam,well-drained,78
corn,September,sandy loam,well-drained,78
corn,October,loam,well-drained,78
corn,October,sandy loam,well-drained,78
corn,November,loam,well-drained,79
corn,November,sandy loam,well-drained,79
corn,December,loam,well-drained,79
corn,December,sandy loam,well-drained,79
corn,January,loam,well-drained,79
corn,January,sandy loam,well-drained,79
corn,February,loam,well-drained,79
corn,February,sandy loam,well-drained,79
corn,March,loam,well-drained,79
corn,March,sandy loam,well-drained,79
corn,April,loam,well-drained,79
corn,April,sandy loam,well-drained,79
corn,May,loam,well-drained,79
corn,May,sandy loam,well-drained,79
corn,June,loam,well-drained,79
corn,June,sandy loam,well-drained,79
corn,July,loam,well-drained,79
corn,July,sandy loam,well-drained,79
corn,August,loam,well-drained,79
corn,August,sandy loam,well-drained,79
corn,September,loam,well-drained,79
corn,September,sandy loam,well-drained,79
corn,October,loam,well-drained,79
corn,October,sandy loam,well-drained,79
corn,November,loam,well-drained,80
corn,November,sandy loam,well-drained,80
corn,December,loam,well-drained,80
corn,December,sandy loam,well-drained,80
corn,January,loam,well-drained,80
corn,January,sandy loam,well-drained,80
corn,February,loam,well-drained,80
corn,February,sandy loam,well-drained,80
corn,March,loam,well-drained,80
corn,March,sandy loam,well-drained,80
corn,April,loam,well-drained,80
corn,April,sandy loam,well-drained,80
corn,May,loam,well-drained,80
corn,May,sandy loam,well-drained,80
corn,June,loam,well-drained,80
corn,June,sandy loam,well-drained,80
corn,July,loam,well-drained,80
corn,July,sandy loam,well-drained,80
corn,August,loam,well-drained,80
corn,August,sandy loam,well-drained,80
corn,September,loam,well-drained,80
corn,September,sandy loam,well-drained,80
corn,October,loam,well-drained,80
corn,October,sandy loam,well-drained,80
corn,November,loam,well-drained,81
corn,November,sandy loam,well-drained,81
corn,December,loam,well-drained,81
corn,December,sandy loam,well-drained,81
corn,January,loam,well-drained,81
corn,January,sandy loam,well-drained,81
corn,February,loam,well-drained,81
corn,February,sandy loam,well-drained,81
corn,March,loam,well-drained,81
corn,March,sandy loam,well-drained,81
corn,April,loam,well-drained,81
corn,April,sandy loam,well-drained,81
corn,May,loam,well-drained,81
corn,May,sandy loam,well-drained,81
corn,June,loam,well-drained,81
corn,June,sandy loam,well-drained,81
corn,July,loam,well-drained,81
corn,July,sandy loam,well-drained,81
corn,August,loam,well-drained,81
corn,August,sandy loam,well-drained,81
corn,September,loam,well-drained,81
corn,September,sandy loam,well-drained,81
corn,October,loam,well-drained,81
corn,October,sandy loam,well-drained,81
corn,November,loam,well-drained,82
corn,November,sandy loam,well-drained,82
corn,December,loam,well-drained,82
corn,December,sandy loam,well-drained,82
corn,January,loam,well-drained,82
corn,January,sandy loam,well-drained,82
corn,February,loam,well-drained,82
corn,February,sandy loam,well-drained,82
corn,March,loam,well-drained,82
corn,March,sandy loam,well-drained,82
corn,April,loam,well-drained,82
corn,April,sandy loam,well-drained,82
corn,May,loam,well-drained,82
corn,May,sandy loam,well-drained,82
corn,June,loam,well-drained,82
corn,June,sandy loam,well-drained,82
corn,July,loam,well-drained,82
corn,July,sandy loam,well-drained,82
corn,August,loam,well-drained,82
corn,August,sandy loam,well-drained,82
corn,September,loam,well-drained,82
corn,September,sandy loam,well-drained,82
corn,October,loam,well-drained,82
corn,October,sandy loam,well-drained,82
corn,November,loam,well-drained,83
corn,November,sandy loam,well-drained,83
corn,December,loam,well-drained,83
corn,December,sandy loam,well-drained,83
corn,January,loam,well-drained,83
corn,January,sandy loam,well-drained,83
corn,February,loam,well-drained,83
corn,February,sandy loam,well-drained,83
corn,March,loam,well-drained,83
corn,March,sandy loam,well-drained,83
corn,April,loam,well-drained,83
corn,April,sandy loam,well-drained,83
corn,May,loam,well-drained,83
corn,May,sandy loam,well-drained,83
corn,June,loam,well-drained,83
corn,June,sandy loam,well-drained,83
corn,July,loam,well-drained,83
corn,July,sandy loam,well-drained,83
corn,August,loam,well-drained,83
corn,August,sandy loam,well-drained,83
corn,September,loam,well-drained,83
corn,September,sandy loam,well-drained,83
corn,October,loam,well-drained,83
corn,October,sandy loam,well-drained,83
corn,November,loam,well-drained,84
corn,November,sandy loam,well-drained,84
corn,December,loam,well-drained,84
corn,December,sandy loam,well-drained,84
corn,January,loam,well-drained,84
corn,January,sandy loam,well-drained,84
corn,February,loam,well-drained,84
corn,February,sandy loam,well-drained,84
corn,March,loam,well-drained,84
corn,March,sandy loam,well-drained,84
corn,April,loam,well-drained,84
corn,April,sandy loam,well-drained,84
corn,May,loam,well-drained,84
corn,May,sandy loam,well-drained,84
corn,June,loam,well-drained,84
corn,June,sandy loam,well-drained,84
corn,July,loam,well-drained,84
corn,July,sandy loam,well-drained,84
corn,August,loam,well-drained,84
corn,August,sandy loam,well-drained,84
corn,September,loam,well-drained,84
corn,September,sandy loam,well-drained,84
corn,October,loam,well-drained,84
corn,October,sandy loam,well-drained,84
corn,November,loam,well-drained,85
corn,November,sandy loam,well-drained,85
corn,December,loam,well-drained,85
corn,December,sandy loam,well-drained,85
corn,January,loam,well-drained,85
corn,January,sandy loam,well-drained,85
corn,February,loam,well-drained,85
corn,February,sandy loam,well-drained,85
corn,March,loam,well-drained,85
corn,March,sandy loam,well-drained,85
corn,April,loam,well-drained,85
corn,April,sandy loam,well-drained,85
corn,May,loam,well-drained,85
corn,May,sandy loam,well-drained,85
corn,June,loam,well-drained,85
corn,June,sandy loam,well-drained,85
corn,July,loam,well-drained,85
corn,July,sandy loam,well-drained,85
corn,August,loam,well-drained,85
corn,August,sandy loam,well-drained,85
corn,September,loam,well-drained,85
corn,September,sandy loam,well-drained,85
corn,October,loam,well-drained,85
corn,October,sandy loam,well-drained,85
corn,November,loam,well-drained,86
corn,November,sandy loam,well-drained,86
corn,December,loam,well-drained,86
corn,December,sandy loam,well-drained,86
corn,January,loam,well-drained,86
corn,January,sandy loam,well-drained,86
corn,February,loam,well-drained,86
corn,February,sandy loam,well-drained,86
corn,March,loam,well-drained,86
corn,March,sandy loam,well-drained,86
corn,April,loam,well-drained,86
corn,April,sandy loam,well-drained,86
corn,May,loam,well-drained,86
corn,May,sandy loam,well-drained,86
corn,June,loam,well-drained,86
corn,June,sandy loam,well-drained,86
corn,July,loam,well-drained,86
corn,July,sandy loam,well-drained,86
corn,August,loam,well-drained,86
corn,August,sandy loam,well-drained,86
corn,September,loam,well-drained,86
corn,September,sandy loam,well-drained,86
corn,October,loam,well-drained,86
corn,October,sandy loam,well-drained,86
corn,November,loam,well-drained,87
corn,November,sandy loam,well-drained,87
corn,December,loam,well-drained,87
corn,December,sandy loam,well-drained,87
corn,January,loam,well-drained,87
corn,January,sandy loam,well-drained,87
corn,February,loam,well-drained,87
corn,February,sandy loam,well-drained,87
corn,March,loam,well-drained,87
corn,March,sandy loam,well-drained,87
corn,April,loam,well-drained,87
corn,April,sandy loam,well-drained,87
corn,May,loam,well-drained,87
corn,May,sandy loam,well-drained,87
corn,June,loam,well-drained,87
corn,June,sandy loam,well-drained,87
corn,July,loam,well-drained,87
corn,July,sandy loam,well-drained,87
corn,August,loam,well-drained,87
corn,August,sandy loam,well-drained,87
corn,September,loam,well-drained,87
corn,September,sandy loam,well-drained,87
corn,October,loam,well-drained,87
corn,October,sandy loam,well-drained,87
corn,November,loam,well-drained,88
corn,November,sandy loam,well-drained,88
corn,December,loam,well-drained,88
corn,December,sandy loam,well-drained,88
corn,January,loam,well-drained,88
corn,January,sandy loam,well-drained,88
corn,February,loam,well-drained,88
corn,February,sandy loam,well-drained,88
corn,March,loam,well-drained,88
corn,March,sandy loam,well-drained,88
corn,April,loam,well-drained,88
corn,April,sandy loam,well-drained,88
corn,May,loam,well-drained,88
corn,May,sandy loam,well-drained,88
corn,June,loam,well-drained,88
corn,June,sandy loam,well-drained,88
corn,July,loam,well-drained,88
corn,July,sandy loam,well-drained,88
corn,August,loam,well-drained,88
corn,August,sandy loam,well-drained,88
corn,September,loam,well-drained,88
corn,September,sandy loam,well-drained,88
corn,October,loam,well-drained,88
corn,October,sandy loam,well-drained,88
corn,November,loam,well-drained,89
corn,November,sandy loam,well-drained,89
corn,December,loam,well-drained,89
corn,December,sandy loam,well-drained,89
corn,January,loam,well-drained,89
corn,January,sandy loam,well-drained,89
corn,February,loam,well-drained,89
corn,February,sandy loam,well-drained,89
corn,March,loam,well-drained,89
corn,March,sandy loam,well-drained,89
corn,April,loam,well-drained,89
corn,April,sandy loam,well-drained,89
corn,May,loam,well-drained,89
corn,May,sandy loam,well-drained,89
corn,June,loam,well-drained,89
corn,June,sandy loam,well-drained,89
corn,July,loam,well-drained,89
corn,July,sandy loam,well-drained,89
corn,August,loam,well-drained,89
corn,August,sandy loam,well-drained,89
corn,September,loam,well-drained,89
corn,September,sandy loam,well-drained,89
corn,October,loam,well-drained,89
corn,October,sandy loam,well-drained,89
corn,November,loam,well-drained,90
corn,November,sandy loam,well-drained,90
corn,December,loam,well-drained,90
corn,December,sandy loam,well-drained,90
corn,January,loam,well-drained,90
corn,January,sandy loam,well-drained,90
corn,February,loam,well-drained,90
corn,February,sandy loam,well-drained,90
corn,March,loam,well-drained,90
corn,March,sandy loam,well-drained,90
corn,April,loam,well-drained,90
corn,April,sandy loam,well-drained,90
corn,May,loam,well-drained,90
corn,May,sandy loam,well-drained,90
corn,June,loam,well-drained,90
corn,June,sandy loam,well-drained,90
corn,July,loam,well-drained,90
corn,July,sandy loam,well-drained,90
corn,August,loam,well-drained,90
corn,August,sandy loam,well-drained,90
corn,September,loam,well-drained,90
corn,September,sandy loam,well-drained,90
corn,October,loam,well-drained,90
corn,October,sandy loam,well-drained,90
corn,November,loam,well-drained,91
corn,November,sandy loam,well-drained,91
corn,December,loam,well-drained,91
corn,December,sandy loam,well-drained,91
corn,January,loam,well-drained,91
corn,January,sandy loam,well-drained,91
corn,February,loam,well-drained,91
corn,February,sandy loam,well-drained,91
corn,March,loam,well-drained,91
corn,March,sandy loam,well-drained,91
